n_HD	HD	DM	GC	HR	HIP	RAJ2000	DEJ2000	Vmag	Fl	Bayer	Cst	Simbad
M	194093	BD+39  4159 	28338	7796	100453	20 22 13.70	+40 15 24.1	 2.23	 37	gam  	Cyg	Simbad
 	194258	BD+68  1121 	28324	7804	100261	20 20 05.98	+68 52 48.9	 5.59	   	AC   	Dra	Simbad
 	194317	BD+31  4062 	28378	7806	100587	20 23 51.60	+32 11 24.7	 4.43	 39	     	Cyg	Simbad
M	194636	BD-18  5685 	28442	7814	100881	20 27 19.20	-18 12 42.1	 5.08	 10	pi.  	Cap	Simbad
 	194939	BD-03  4906 	28472	7821	100977	20 28 24.89	-03 21 27.9	 6.12	 68	     	Aql	Simbad
 	194943	BD-18  5689 	28481	7822	101027	20 28 51.62	-17 48 49.2	 4.77	 11	rho  	Cap	Simbad
 	195050	BD+37  3941 	28467	7826	100907	20 27 34.27	+38 26 25.9	 5.63	 40	     	Cyg	Simbad
X	195068	BD+48  3128A	28462	7828	100859	20 27 02.21	+49 22 59.6	 5.73	 43	     	Cyg	Simbad
X	195068	BD+48  3128A	28462	7828	100859	20 27 02.21	+49 22 59.6	 5.73	 43	ome01	Cyg	Simbad
X	195093	BD-19  5830 	28502	7829	101120	20 29 52.58	-18 35 10.2	 6.74	 12	omi  	Cap	Simbad
X	195093	BD-19  5830 	28502	7829	101120	20 29 52.58	-18 35 10.2	 6.74	 12	omi02	Cap	Simbad
X	195094	BD-19  5831 	28503	7830	101123	20 29 53.89	-18 34 58.7	 5.94	 12	omi  	Cap	Simbad
X	195094	BD-19  5831 	28503	7830	101123	20 29 53.89	-18 34 58.7	 5.94	 12	omi01	Cap	Simbad
 	195135	BD-03  4918 	28504	7831	101101	20 29 38.96	-02 53 07.7	 4.91	 69	     	Aql	Simbad
 	195295	BD+29  4057 	28513	7834	101076	20 29 23.73	+30 22 06.8	 4.01	 41	     	Cyg	Simbad
 	195324	BD+35  4141 	28515	7835	101067	20 29 20.39	+36 27 17.0	 5.90	 42	     	Cyg	Simbad
 	195325	BD+10  4303 	28525	7836	101160	20 30 17.95	+10 53 45.3	 6.03	  1	     	Del	Simbad
X	195556	BD+48  3142 	28537	7844	101138	20 30 03.53	+48 57 05.6	 4.94	 45	ome01	Cyg	Simbad
X	195556	BD+48  3142 	28537	7844	101138	20 30 03.53	+48 57 05.6	 4.94	 45	ome02	Cyg	Simbad
 	195569	CD-44 14020 	28588	7846	101477	20 33 55.06	-44 30 57.5	 5.12	   	nu.  	Mic	Simbad
 	195593	BD+36  4105 	28551	7847	101214	20 30 59.23	+36 56 09.1	 6.21	 44	     	Cyg	Simbad
 	195627	CP-61  6492 	28609	7848	101612	20 35 34.77	-60 34 52.7	 4.75	   	phi01	Pav	Simbad
 	195725	BD+62  1821 	28541	7850	101093	20 29 34.83	+62 59 38.9	 4.21	  2	the  	Cep	Simbad
X	195774	BD+48  3154 	28569	7851	101243	20 31 18.81	+49 13 13.3	 5.44	 46	ome02	Cyg	Simbad
X	195774	BD+48  3154 	28569	7851	101243	20 31 18.81	+49 13 13.3	 5.44	 46	ome03	Cyg	Simbad
M	195810	BD+10  4321 	28593	7852	101421	20 33 12.76	+11 18 12.0	 4.03	  2	eps  	Del	Simbad
 	195943	BD+12  4378 	28617	7858	101483	20 33 57.00	+13 01 37.9	 5.39	  3	eta  	Del	Simbad
 	195961	CP-61  6495 	28668	7859	101773	20 37 35.24	-61 31 47.1	 4.86	   	rho  	Pav	Simbad
 	196051	CP-76  1434 	28731	7863	102162	20 42 02.52	-76 10 50.0	 5.99	   	mu.01	Oct	Simbad
 	196067	CP-75  1644A	28727	7864	102125	20 41 43.74	-75 21 01.5	 6.51	   	mu.02	Oct	Simbad
 	196093	BD+34  4079A	28630	7866	101474	20 33 54.19	+35 15 03.1	 4.61	 47	     	Cyg	Simbad
 	196094	BD+34  4079B	     	    	      	20 33 52.50	+35 13 07.0	 9.40	 47	     	Cyg	Simbad
 	196171	CD-47 13477 	28682	7869	101772	20 37 33.99	-47 17 30.0	 3.11	   	alf  	Ind	Simbad
 	196180	BD+14  4353 	28659	7871	101589	20 35 18.51	+14 40 27.1	 4.64	  4	zet  	Del	Simbad
 	196321	BD-03  4961 	28684	7873	101692	20 36 43.63	-02 32 59.7	 4.91	 70	     	Aql	Simbad
 	196348	BD-15  5732 	28694	    	101751	20 37 21.16	-15 08 50.0	 6.76	 13	tau01	Cap	Simbad
 	196362	BD+25  4299 	28679	7874	101641	20 36 08.32	+25 52 57.4	 6.40	 26	     	Vul	Simbad
 	196378	CP-60  7419 	28730	7875	101983	20 40 02.27	-60 32 51.0	 5.11	   	phi02	Pav	Simbad
X	196502	BD+74   872 	28639	7879	101260	20 31 30.40	+74 57 16.8	 5.18	 73	     	Dra	Simbad
X	196502	BD+74   872 	28639	7879	101260	20 31 30.40	+74 57 16.8	 5.18	 73	AF   	Dra	Simbad
 	196504	BD+25  4302 	28702	7880	101716	20 37 04.66	+26 27 43.1	 5.59	 27	     	Vul	Simbad
X	196519	CP-67  3754 	28782	7881	102157	20 41 57.06	-66 45 38.3	 5.14	   	ups  	Pav	Simbad
X	196519	CP-67  3754 	28782	7881	102157	20 41 57.06	-66 45 38.3	 5.14	   	nu.  	Pav	Simbad
M	196524	BD+14  4369 	28709	7882	101769	20 37 32.87	+14 35 42.7	 3.64	  6	bet  	Del	Simbad
 	196544	BD+10  4339 	28711	7883	101800	20 37 49.10	+11 22 39.7	 5.42	  5	iot  	Del	Simbad
M	196574	BD-01  4016 	28725	7884	101847	20 38 20.27	-01 06 18.3	 4.31	 71	l    	Aql	Simbad
 	196606	BD+31  4159 	28713	7885	101765	20 37 31.77	+31 34 21.1	 6.32	 48	     	Cyg	Simbad
X	196662	BD-15  5743 	28748	7889	101923	20 39 16.32	-14 57 17.0	 5.24	 14	tau  	Cap	Simbad
X	196662	BD-15  5743 	28748	7889	101923	20 39 16.32	-14 57 17.0	 5.24	 14	tau02	Cap	Simbad
 	196724	BD+20  4658 	28740	7891	101867	20 38 31.29	+21 12 04.2	 4.81	 29	     	Vul	Simbad
 	196725	BD+12  4411 	28743	7892	101882	20 38 43.98	+13 18 54.5	 5.69	  8	the  	Del	Simbad
 	196740	BD+23  4084 	28741	7894	101868	20 38 31.91	+24 06 57.5	 5.06	 28	     	Vul	Simbad
 	196755	BD+09  4600 	28756	7896	101916	20 39 07.59	+10 05 10.1	 5.07	  7	kap  	Del	Simbad
 	196758	BD-00  4064 	28761	7897	101936	20 39 24.83	+00 29 11.4	 5.15	  1	     	Aqr	Simbad
 	196777	BD-18  5738 	28777	7900	101984	20 40 02.96	-18 08 19.0	 5.15	 15	ups  	Cap	Simbad
 	196787	BD+80   659 	28611	7901	100965	20 28 14.45	+81 25 21.6	 5.38	 75	     	Dra	Simbad
M	196867	BD+15  4222 	28780	7906	101958	20 39 38.25	+15 54 43.4	 3.77	  9	alf  	Del	Simbad
 	196925	BD+80   660 	28648	7908	101082	20 29 27.31	+81 05 26.7	 5.96	 74	     	Dra	Simbad
 	197051	CP-66  3501 	28862	7913	102395	20 44 57.56	-66 12 11.7	 3.42	   	bet  	Pav	Simbad
 	197121	BD+14  4393 	28826	7918	102080	20 41 16.21	+14 34 58.4	 6.01	 10	     	Del	Simbad
 	197157	CP-52 11752 	28860	7920	102333	20 44 02.19	-51 55 15.0	 4.51	   	eta  	Ind	Simbad
 	197177	BD+31  4181A	28827	7921	102066	20 41 02.54	+32 18 26.3	 5.53	 49	     	Cyg	Simbad
 	197178	BD+31  4181B	     	    	      	20 41 02.60	+32 18 28.0	 5.80	 49	     	Cyg	Simbad
M	197345	BD+44  3541 	28846	7924	102098	20 41 25.91	+45 16 49.2	 1.25	 50	alf  	Cyg	Simbad
 	197461	BD+14  4403 	28873	7928	102281	20 43 27.55	+15 04 28.9	 4.43	 11	del  	Del	Simbad
 	197511	BD+49  3353 	28865	7929	102177	20 42 12.63	+50 20 24.1	 5.41	 51	     	Cyg	Simbad
 	197572	BD+35  4234 	28886	7932	102276	20 43 24.20	+35 35 16.1	 6.48	   	X    	Cyg	Simbad
 	197635	CP-69  3138 	28969	7934	102773	20 49 18.28	-68 46 35.0	 5.41	   	sig  	Pav	Simbad
 	197692	CD-25 15018 	28929	7936	102485	20 46 05.77	-25 16 13.9	 4.13	 16	psi  	Cap	Simbad
 	197725	BD-22  5523 	28933	7937	102487	20 46 09.97	-21 30 50.4	 5.91	 17	     	Cap	Simbad
 	197752	BD+24  4229 	28920	7939	102388	20 44 52.52	+25 16 15.8	 4.92	 30	     	Vul	Simbad
 	197812	BD+17  4401 	28930	7941	102440	20 45 28.23	+18 05 24.2	 6.74	   	U    	Del	Simbad
 	197912	BD+30  4167 	28942	7942	102453	20 45 39.76	+30 43 10.8	 4.22	 52	     	Cyg	Simbad
 	197937	CD-44 14145 	28980	7943	102693	20 48 29.00	-43 59 17.8	 5.11	   	iot  	Mic	Simbad
 	197950	BD+66  1318 	28919	7945	102253	20 43 10.98	+66 39 26.5	 5.59	  4	     	Cep	Simbad
X	197963	BD+15  4255B	28965	7947	102531	20 46 38.87	+16 07 28.6	 5.15	 12	gam01	Del	Simbad
X	197963	BD+15  4255B	28965	7947	102531	20 46 38.87	+16 07 28.6	 5.15	 12	gam  	Del	Simbad
X	197964	BD+15  4255A	28966	7948	102532	20 46 39.52	+16 07 29.2	 4.27	 12	gam02	Del	Simbad
X	197964	BD+15  4255A	28966	7948	102532	20 46 39.52	+16 07 29.2	 4.27	 12	gam  	Del	Simbad
M	197989	BD+33  4018 	28959	7949	102488	20 46 12.43	+33 58 10.0	 2.48	 53	eps  	Cyg	Simbad
M	198001	BD-10  5506 	28978	7950	102618	20 47 40.53	-09 29 44.5	 3.78	  2	eps  	Aqr	Simbad
 	198026	BD-05  5378 	28979	7951	102624	20 47 44.24	-05 01 39.4	 4.43	  3	k    	Aqr	Simbad
 	198048	CD-46 13718 	29008	7952	102790	20 49 28.93	-46 13 36.8	 4.90	   	zet  	Ind	Simbad
 	198069	BD+05  4613 	28986	7953	102633	20 47 48.33	+06 00 29.7	 5.57	 13	     	Del	Simbad
X	198084	BD+57  2240 	28956	7955	102431	20 45 21.20	+57 34 49.1	 4.52	   	ups01	Cep	Simbad
X	198084	BD+57  2240 	28956	7955	102431	20 45 21.20	+57 34 49.1	 4.52	   	ups02	Cep	Simbad
 	198134	BD+33  4028 	28981	7956	102571	20 47 10.72	+34 22 26.8	 4.93	   	T    	Cyg	Simbad
 	198149	BD+61  2050 	28962	7957	102422	20 45 17.27	+61 50 12.5	 3.41	  3	eta  	Cep	Simbad
 	198183	BD+35  4267 	28994	7963	102589	20 47 24.53	+36 29 26.7	 4.53	 54	lam  	Cyg	Simbad
 	198232	CD-34 14660 	29026	7965	102831	20 49 58.08	-33 46 46.8	 4.89	   	alf  	Mic	Simbad
 	198308	CP-52 11782 	29055	7968	102950	20 51 30.05	-51 36 29.4	 5.06	   	iot  	Ind	Simbad
 	198390	BD+12  4472 	29037	7973	102805	20 49 37.74	+12 32 41.6	 6.01	 15	     	Del	Simbad
 	198391	BD+07  4556 	29039	7974	102819	20 49 48.24	+07 51 51.0	 6.32	 14	     	Del	Simbad
 	198478	BD+45  3291 	29036	7977	102724	20 48 56.29	+46 06 50.9	 4.81	 55	     	Cyg	Simbad
 	198529	CD-33 15245 	29080	7979	102989	20 51 58.76	-33 10 40.7	 6.06	   	bet  	Mic	Simbad
 	198542	CD-27 15082 	29079	7980	102978	20 51 49.30	-26 55 08.9	 4.12	 18	ome  	Cap	Simbad
 	198571	BD-06  5604 	29078	7982	102945	20 51 25.69	-05 37 35.9	 5.99	  4	     	Aqr	Simbad
 	198639	BD+43  3739 	29066	7984	102843	20 50 04.83	+44 03 32.3	 5.06	 56	     	Cyg	Simbad
 	198667	BD-06  5606 	29094	7985	103005	20 52 08.69	-05 30 25.4	 5.55	  5	     	Aqr	Simbad
 	198700	CP-58  7788 	29133	7986	103227	20 54 48.58	-58 27 14.7	 3.67	   	bet  	Ind	Simbad
 	198726	BD+27  3890 	29089	7988	102949	20 51 28.24	+28 15 01.9	 5.66	   	T    	Vul	Simbad
 	198743	BD-09  5598 	29109	7990	103045	20 52 39.21	-08 58 59.7	 4.73	  6	mu.  	Aqr	Simbad
 	198809	BD+26  4017 	29112	7995	103004	20 52 07.73	+27 05 49.7	 4.56	 31	     	Vul	Simbad
 	199012	BD-18  5805 	29164	8000	103226	20 54 47.85	-17 55 22.3	 5.78	 19	     	Cap	Simbad
 	199081	BD+43  3755 	29150	8001	103089	20 53 14.75	+44 23 14.2	 4.80	 57	     	Cyg	Simbad
 	199095	BD+81   718 	29019	8002	102208	20 42 35.10	+82 31 52.0	 5.75	 76	     	Dra	Simbad
 	199140	BD+27  3909 	29171	8007	103191	20 54 22.39	+28 31 19.2	 6.55	   	BW   	Vul	Simbad
 	199169	BD+27  3911 	29178	8008	103200	20 54 33.64	+28 03 27.5	 5.03	 32	     	Vul	Simbad
 	199253	BD+13  4572 	29201	8011	103294	20 55 36.68	+13 43 17.6	 5.19	 17	     	Del	Simbad
 	199254	BD+12  4501 	29202	8012	103298	20 55 38.55	+12 34 06.6	 5.54	 16	     	Del	Simbad
 	199345	BD-10  5553 	29220	8015	103401	20 56 54.03	-09 41 51.1	 5.49	  7	     	Aqr	Simbad
 	199532	CP-77  1474 	29343	8021	104043	21 04 43.03	-77 01 22.3	 5.13	   	alf  	Oct	Simbad
 	199629	BD+40  4364 	29251	8028	103413	20 57 10.41	+41 10 01.9	 3.94	 58	nu.  	Cyg	Simbad
 	199665	BD+10  4425 	29266	8030	103527	20 58 25.96	+10 50 21.7	 5.51	 18	     	Del	Simbad
 	199697	BD+21  4424 	29267	8032	103511	20 58 16.35	+22 19 33.3	 5.30	 33	     	Vul	Simbad
 	199728	BD-19  5982 	29287	8033	103616	20 59 36.13	-19 02 06.8	 6.26	 20	     	Cap	Simbad
 	199766	BD+03  4473 	29276	8034	103569	20 59 04.54	+04 17 37.8	 5.30	  1	eps  	Equ	Simbad
X	199951	CD-32 16353 	29331	8039	103738	21 01 17.46	-32 15 28.0	 4.67	   	gam  	Mic	Simbad
X	199951	CD-32 16353 	29331	8039	103738	21 01 17.46	-32 15 28.0	 4.67	  1	     	PsA	Simbad
 	199960	BD-05  5433 	29318	8041	103682	21 00 33.81	-04 43 47.7	 6.21	 11	     	Aqr	Simbad
 	200120	BD+46  3133 	29327	8047	103632	20 59 49.55	+47 31 15.4	 4.74	 59	f01  	Cyg	Simbad
 	200163	CD-39 14089 	29363	8048	103882	21 02 57.97	-38 37 52.3	 5.32	   	zet  	Mic	Simbad
 	200256	BD+06  4731 	29361	    	103813	21 02 12.51	+07 10 47.3	 6.72	  2	lam  	Equ	Simbad
 	200310	BD+45  3364 	29354	8053	103732	21 01 10.92	+46 09 20.8	 5.38	 60	     	Cyg	Simbad
 	200365	CP-55  9509 	29420	8055	104085	21 05 14.23	-54 43 37.0	 5.17	   	mu.  	Ind	Simbad
 	200496	BD-06  5664B	29416	8058	103981	21 04 04.60	-05 49 24.0	 7.31	 12	     	Aqr	Simbad
 	200497	BD-06  5664A	29417	8059	      	21 04 04.70	-05 49 23.0	 5.89	 12	     	Aqr	Simbad
M	200499	BD-20  6115 	29419	8060	104019	21 04 24.32	-19 51 17.8	 4.82	 22	eta  	Cap	Simbad
X	200644	BD+04  4606 	29430	8066	104031	21 04 34.64	+05 30 10.3	 5.63	  3	     	Equ	Simbad
X	200644	BD+04  4606 	29430	8066	104031	21 04 34.64	+05 30 10.3	 5.63	   	zet  	Equ	Simbad
 	200702	CD-41 14379 	29461	8069	104177	21 06 25.50	-41 23 09.4	 5.55	   	eta  	Mic	Simbad
 	200718	CD-30 18382 	29453	8070	104148	21 06 01.12	-30 07 29.8	 5.69	   	del  	Mic	Simbad
 	200761	BD-17  6174 	29460	8075	104139	21 05 56.78	-17 13 57.8	 4.08	 23	the  	Cap	Simbad
 	200763	CD-32 16398 	29465	8076	104174	21 06 24.68	-32 20 29.9	 5.20	  2	     	PsA	Simbad
 	200790	BD+05  4697 	29451	8077	104101	21 05 26.79	+05 57 30.6	 5.94	  4	     	Equ	Simbad
 	200905	BD+43  3800 	29459	8079	104060	21 04 55.86	+43 55 40.3	 3.72	 62	ksi  	Cyg	Simbad
M	200914	CD-25 15235 	29490	8080	104234	21 07 07.69	-25 00 20.7	 4.49	 24	A    	Cap	Simbad
 	201078	BD+30  4318 	29502	8084	104185	21 06 30.24	+31 11 04.8	 5.77	   	DT   	Cyg	Simbad
 	201091	BD+38  4343 	29509	8085	104214	21 06 50.84	+38 44 29.4	 5.20	 61	     	Cyg	Simbad
 	201092	BD+38  4344 	     	8086	104217	21 06 52.19	+38 44 03.9	 6.05	 61	     	Cyg	Simbad
 	201184	BD-21  5933 	29543	8087	104365	21 08 33.61	-21 11 36.7	 5.30	 25	chi  	Cap	Simbad
 	201251	BD+47  3292 	29519	8089	104194	21 06 36.09	+47 38 54.3	 4.56	 63	f02  	Cyg	Simbad
 	201352	BD-21  5940 	29567	8091	104452	21 09 32.93	-20 33 22.8	 6.25	 27	     	Cap	Simbad
 	201371	CP-70  2835 	29606	8092	104755	21 13 20.44	-70 07 34.4	 5.06	   	omi  	Pav	Simbad
M	201381	BD-11  5538 	29571	8093	104459	21 09 35.59	-11 22 18.0	 4.50	 13	nu.  	Aqr	Simbad
 	201433	BD+29  4324 	29562	8094	104371	21 08 38.87	+30 12 20.5	 5.60	   	V389 	Cyg	Simbad
M	201601	BD+09  4732 	29591	8097	104521	21 10 20.47	+10 07 55.0	 4.70	  5	gam  	Equ	Simbad
 	201616	BD+09  4735 	29596	8098	104538	21 10 31.31	+10 02 56.0	 6.07	  6	     	Equ	Simbad
 	201901	CD-28 17178 	29652	8110	104750	21 13 17.27	-27 37 08.6	 5.41	  3	     	PsA	Simbad
 	201908	BD+77   800 	29563	8112	104105	21 05 29.21	+78 07 34.8	 5.91	 77	     	Dra	Simbad
 	202012	BD+67  1291 	29611	8113	      	21 09 32.00	+68 29 25.0	 7.33	   	T    	Cep	Simbad
 	202109	BD+29  4348 	29661	8115	104732	21 12 56.18	+30 13 37.5	 3.21	 64	zet  	Cyg	Simbad
 	202275	BD+09  4746 	29697	8123	104858	21 14 28.79	+10 00 27.8	 4.47	  7	del  	Equ	Simbad
 	202320	BD-21  5974 	29722	8127	104963	21 15 37.89	-20 39 06.1	 5.17	 28	phi  	Cap	Simbad
 	202369	BD-15  5935 	29727	8128	104974	21 15 44.83	-15 10 17.4	 5.31	 29	     	Cap	Simbad
 	202444	BD+37  4240 	29723	8130	104887	21 14 47.35	+38 02 39.6	 3.74	 65	tau  	Cyg	Simbad
M	202447	BD+04  4635A	29735	8131	104987	21 15 49.40	+05 14 53.1	 3.92	  8	alf  	Equ	Simbad
X	202627	CD-32 16498 	29774	8135	105140	21 17 56.25	-32 10 20.9	 4.71	   	eps  	Mic	Simbad
X	202627	CD-32 16498 	29774	8135	105140	21 17 56.25	-32 10 20.9	 4.71	  4	     	PsA	Simbad
 	202671	BD-18  5903 	29781	8137	105143	21 17 57.28	-17 59 06.5	 5.40	 30	     	Cap	Simbad
 	202723	BD-18  5904 	29788	8139	105168	21 18 15.67	-17 27 43.8	 7.18	 31	     	Cap	Simbad
 	202730	CP-53 10037 	29819	8140	105319	21 19 51.88	-53 26 57.4	 4.39	   	the  	Ind	Simbad
 	202753	BD-05  5512 	29793	8141	105164	21 18 11.07	-04 31 10.2	 5.83	 15	     	Aqr	Simbad
 	202850	BD+38  4431 	29786	8143	105102	21 17 24.95	+39 23 40.9	 4.22	 67	sig  	Cyg	Simbad
 	202904	BD+34  4371 	29802	8146	105138	21 17 55.07	+34 53 48.8	 4.41	 66	ups  	Cyg	Simbad
X	203006	CD-41 14475 	29854	8151	105382	21 20 45.58	-40 48 34.2	 4.80	   	the01	Mic	Simbad
X	203006	CD-41 14475 	29854	8151	105382	21 20 45.58	-40 48 34.2	 4.80	   	the  	Mic	Simbad
M	203064	BD+43  3877 	29823	8154	105186	21 18 27.18	+43 56 45.5	 5.04	 68	A    	Cyg	Simbad
 	203133	CP-70  2844 	29915	8156	105678	21 24 16.73	-69 44 01.9	 6.28	   	Y    	Pav	Simbad
 	203222	BD-05  5524 	29877	8160	105412	21 21 04.33	-04 33 36.5	 5.87	 16	     	Aqr	Simbad
M	203280	BD+61  2111 	29848	8162	105199	21 18 34.58	+62 35 07.6	 2.45	  5	alf  	Cep	Simbad
 	203291	BD+06  4802 	29880	8163	105413	21 21 04.80	+07 21 16.4	 5.81	  9	     	Equ	Simbad
 	203344	BD+23  4294 	29884	8165	105411	21 21 04.24	+23 51 22.5	 5.58	 34	     	Vul	Simbad
M	203387	BD-17  6245 	29903	8167	105515	21 22 14.78	-16 50 04.4	 4.28	 32	iot  	Cap	Simbad
 	203467	BD+64  1527 	29875	8171	105268	21 19 22.21	+64 52 18.6	 5.19	  6	     	Cep	Simbad
 	203504	BD+19  4691 	29914	8173	105502	21 22 05.13	+19 48 15.7	 4.08	  1	     	Peg	Simbad
 	203525	BD-09  5728 	29925	8175	105574	21 22 56.27	-09 19 09.4	 5.99	 17	     	Aqr	Simbad
 	203562	BD+06  4811 	29931	8178	105570	21 22 53.58	+06 48 40.0	 5.16	 10	bet  	Equ	Simbad
 	203585	CD-41 14503 	29950	8180	105696	21 24 24.80	-41 00 24.1	 5.76	   	the02	Mic	Simbad
X	203608	CP-65  3918 	29979	8181	105858	21 26 26.49	-65 22 05.3	 4.21	   	gam  	Pav	Simbad
X	203608	CP-65  3918 	29979	8181	105858	21 26 26.49	-65 22 05.3	 4.21	   	gam  	Peg	Simbad
 	203638	BD-21  6007 	29953	8183	105665	21 24 09.60	-20 51 05.6	 5.38	 33	     	Cap	Simbad
 	203705	BD-13  5923 	29957	8187	105668	21 24 11.44	-12 52 41.3	 5.48	 18	     	Aqr	Simbad
 	203760	CP-55  9586 	29994	8188	105841	21 26 15.44	-54 39 38.0	 6.10	   	gam  	Ind	Simbad
 	203843	BD-04  5444 	29976	8192	105729	21 24 51.68	-03 23 53.6	 6.38	 20	     	Aqr	Simbad
 	203875	BD-10  5668 	29988	8195	105761	21 25 13.02	-09 44 53.3	 5.71	 19	     	Aqr	Simbad
 	203881	CP-70  2850 	30026	8196	106044	21 28 44.79	-69 30 19.0	 5.47	   	SX   	Pav	Simbad
 	203926	BD-04  5446 	29993	8199	105767	21 25 16.96	-03 33 23.7	 5.48	 21	     	Aqr	Simbad
 	204075	CD-22 15388 	30020	8204	105881	21 26 40.03	-22 24 41.0	 3.77	 34	zet  	Cap	Simbad
 	204139	BD-21  6020 	30027	8207	105928	21 27 14.83	-21 11 46.1	 5.78	 35	     	Cap	Simbad
 	204172	BD+36  4557 	30016	8209	105811	21 25 47.02	+36 40 02.7	 5.93	 69	     	Cyg	Simbad
 	204381	BD-22  5692 	30059	8213	106039	21 28 43.32	-21 48 25.8	 4.50	 36	b    	Cap	Simbad
 	204394	CD-31 18291 	30067	8214	106067	21 29 03.73	-31 14 18.7	 6.52	  5	     	PsA	Simbad
 	204403	BD+36  4568 	30044	8215	105942	21 27 21.36	+37 07 00.5	 5.30	 70	     	Cyg	Simbad
 	204414	BD+26  4164 	30048	8217	105966	21 27 40.03	+27 36 30.8	 5.39	 35	     	Vul	Simbad
 	204724	BD+23  4325 	30109	8225	106140	21 29 56.88	+23 38 19.8	 4.52	  2	     	Peg	Simbad
 	204770	BD+66  1405 	30081	8227	105972	21 27 46.16	+66 48 32.9	 5.42	  7	     	Cep	Simbad
 	204771	BD+45  3558 	30108	8228	106093	21 29 26.91	+46 32 25.2	 5.22	 71	g    	Cyg	Simbad
 	204783	CD-41 14550 	30138	8229	106327	21 32 05.86	-41 10 45.6	 5.29	   	ksi  	Gru	Simbad
 	204854	CD-34 15110 	30142	8230	106340	21 32 14.58	-33 56 40.6	 5.97	  6	     	PsA	Simbad
M	204867	BD-06  5770 	30137	8232	106278	21 31 33.52	-05 34 16.2	 2.90	 22	bet  	Aqr	Simbad
M	205021	BD+69  1173 	30118	8238	106032	21 28 39.58	+70 33 38.5	 3.23	  8	bet  	Cep	Simbad
 	205289	BD-20  6237 	30204	8245	106559	21 34 51.07	-20 05 03.8	 5.70	 37	     	Cap	Simbad
 	205435	BD+44  3865 	30207	8252	106481	21 33 58.87	+45 35 31.4	 3.98	 73	rho  	Cyg	Simbad
 	205471	CD-26 15702 	30235	8253	106654	21 36 10.90	-26 10 17.2	 5.73	  8	     	PsA	Simbad
X	205478	CP-77  1510 	30289	8254	107089	21 41 28.47	-77 23 22.1	 3.73	   	nu.  	Oct	Simbad
X	205478	CP-77  1510 	30289	8254	107089	21 41 28.47	-77 23 22.1	 3.73	   	ups  	Oct	Simbad
 	205512	BD+37  4359 	30219	8255	106551	21 34 46.48	+38 32 01.8	 4.87	 72	     	Cyg	Simbad
 	205529	CD-33 15664 	30243	8256	106703	21 36 48.75	-33 02 52.4	 6.10	  7	     	PsA	Simbad
M	205637	BD-20  6251 	30252	8260	106723	21 37 04.82	-19 27 57.6	 4.51	 39	eps  	Cap	Simbad
 	205730	BD+44  3877 	30250	8262	106642	21 36 02.44	+45 22 28.5	 5.96	   	W    	Cyg	Simbad
 	205767	BD-08  5701 	30268	8264	106786	21 37 45.04	-07 51 14.9	 4.68	 23	ksi  	Aqr	Simbad
 	205811	BD+05  4830 	30270	8265	106783	21 37 43.61	+06 37 06.2	 6.19	  3	     	Peg	Simbad
 	205835	BD+39  4612 	30263	8266	106711	21 36 56.98	+40 24 48.6	 5.04	 74	     	Cyg	Simbad
 	205852	BD+18  4827 	30274	8267	106787	21 37 45.37	+19 19 06.9	 5.46	  5	     	Peg	Simbad
 	205924	BD+05  4834 	30291	8270	106856	21 38 31.87	+05 46 18.0	 5.66	  4	     	Peg	Simbad
 	205939	BD+44  3889 	30278	8272	106752	21 37 27.88	+44 41 47.8	 6.19	   	CP   	Cyg	Simbad
 	206058	BD-00  4245 	30314	    	106942	21 39 31.39	-00 03 04.1	 6.66	 24	     	Aqr	Simbad
 	206067	BD+01  4517 	30315	8277	106944	21 39 33.28	+02 14 37.5	 5.10	 25	d    	Aqr	Simbad
M	206088	BD-17  6340 	30320	8278	106985	21 40 05.34	-16 39 44.1	 3.69	 40	gam  	Cap	Simbad
 	206165	BD+61  2169 	30302	8279	106801	21 37 55.23	+62 04 55.0	 4.76	  9	     	Cep	Simbad
 	206240	CP-83   722A	30472	8280	107843	21 50 54.25	-82 43 07.8	 5.27	   	lam  	Oct	Simbad
 	206301	BD-14  6102 	30354	8283	107095	21 41 32.93	-14 02 48.7	 5.16	 42	     	Cap	Simbad
X	206330	BD+42  4177 	30338	8284	106999	21 40 11.06	+43 16 25.7	 5.09	 75	     	Cyg	Simbad
X	206330	BD+42  4177 	30338	8284	106999	21 40 11.06	+43 16 25.7	 5.09	 75	UU   	Cyg	Simbad
 	206356	CD-23 17057 	30365	8285	107128	21 42 00.64	-23 15 45.5	 5.24	 41	     	Cap	Simbad
 	206445	BD+00  4770 	30377	8287	107144	21 42 10.12	+01 17 07.0	 5.66	 26	     	Aqr	Simbad
 	206453	BD-19  6152 	30382	8288	107188	21 42 39.42	-18 51 58.7	 4.72	 43	kap  	Cap	Simbad
 	206487	BD+05  4850 	30378	8289	107151	21 42 15.44	+05 40 48.5	 5.30	  7	     	Peg	Simbad
 	206538	BD+40  4611 	30376	8291	107097	21 41 34.27	+40 48 19.2	 6.07	 76	     	Cyg	Simbad
 	206561	BD-15  6046 	30393	8295	107232	21 43 04.40	-14 23 59.1	 5.88	 44	     	Cap	Simbad
X	206570	BD+34  4500 	30384	8297	107129	21 42 01.08	+35 30 36.7	 5.98	   	V460 	Cyg	Simbad
